name,vendor,url,population,ags,wikidata_item,website,pages_visited,time
Winkelsett,,,521,03458015,http://www.wikidata.org/entity/Q759199,http://www.winkelsett.de/,1,0.4759965781122446
Besenthal,,,88,01053010,http://www.wikidata.org/entity/Q632477,http://www.buechen.de/index.phtml?sNavID=1781.31,1,1.1236052252352238
Schönborn,,,1551,12062453,http://www.wikidata.org/entity/Q551515,http://www.schoenborn-ee.de,1,1.0685420390218496
Isenburg,,,810,07138031,http://www.wikidata.org/entity/Q656336,http://www.ortsgemeinde-isenburg.de,1,1.0271202642470598
Windeby,,,1017,01058173,http://www.wikidata.org/entity/Q552810,http://www.amt-schlei-ostsee.de/windeby.html,1,1.1249526031315327
Schweickershausen,,,159,16069046,http://www.wikidata.org/entity/Q559830,http://www.heldburg.de/,2,1.969774505123496
Seeshaupt,,,3217,09190152,http://www.wikidata.org/entity/Q518061,http://www.seeshaupt.de,2,1.9547883942723274
Nerenstetten,,,344,08425085,http://www.wikidata.org/entity/Q636036,http://www.nerenstetten.de,1,2.782780032604933
Reichsthal,,,106,07333202,http://www.wikidata.org/entity/Q560408,http://www.reichsthal.de,1,1.4742036201059818
Hundhaupten,,,318,16076033,http://www.wikidata.org/entity/Q539147,http://www.hundhaupten.de/,1,2.8922283835709095
Niederwiesa,,,4871,14522420,http://www.wikidata.org/entity/Q71021,http://www.niederwiesa.de,1,4.713881492614746
Kluse,,,1655,03454025,http://www.wikidata.org/entity/Q638102,http://www.doerpen.de/,2,3.4595712069422007
Wilkau-Haßlau,,,9896,14524320,http://www.wikidata.org/entity/Q20088,http://www.wilkau-hasslau.de,1,3.4656828697770834
Guthmannshausen,,,712,16068023,http://www.wikidata.org/entity/Q556434,http://www.buttstaedt.eu/vg_buttstaedt/Mitgliedsgemeinden/Guthmannshausen/,1,3.0914335381239653
Nentershausen,,,2741,06632013,http://www.wikidata.org/entity/Q625897,http://www.nentershausen.de,1,5.5102152824401855
Zschepplin,,,2872,14730360,http://www.wikidata.org/entity/Q16072,https://www.zschepplin.org/,2,5.06236956641078
Wrist,,,2396,01061116,http://www.wikidata.org/entity/Q674840,http://www.wrist.de,1,7.030498588457704
Biedesheim,more!rubin,https://goellheim.gremien.info/,612,07333006,http://www.wikidata.org/entity/Q642652,http://www.vg-goellheim.de/,2,6.678215686231852
Tröndel,,,396,01057082,http://www.wikidata.org/entity/Q818700,http://www.gemeinde-troendel.de,1,5.6398900877684355
Sinspelt,more!rubin,https://neuerburg.more-rubin1.de/,389,07232122,http://www.wikidata.org/entity/Q567514,http://www.suedeifelinfo.de,3,7.411006931215525
Kratzeburg,,,518,13071080,http://www.wikidata.org/entity/Q20341,http://www.kratzeburg.de,1,3.9702692087739706
Marienrachdorf,more!rubin,https://selters-ww.more-rubin1.de/,996,07143044,http://www.wikidata.org/entity/Q564480,http://www.selters-ww.de,3,9.259531507268548
Linnich,sternberg,https://sdnetrim.kdvz-frechen.de/rim4270/termine,12484,05358036,http://www.wikidata.org/entity/Q200122,http://www.linnich.de,3,9.8613894674927
Flarchheim,,,417,16064017,http://www.wikidata.org/entity/Q288161,http://www.flarchheim.de,3,9.799087807536125
Tosterglope,,,569,03355037,http://www.wikidata.org/entity/Q632557,http://www.dahlenburg.de,1,10.41179971396923
Hambach,,,461,07141052,http://www.wikidata.org/entity/Q566907,http://www.gemeinde-hambach.de,2,8.383960278704762
Borstel-Hohenraden,cc-egov,http://www.sitzungsdienst-pinnau.de/bi2/au010.asp?PALFDNR=2&SELECT=1&options=4,2487,01056009,http://www.wikidata.org/entity/Q574233,http://www.amt-pinnau.de/index.phtml?sNavID=1785.17,4,11.325213089585304
Heimbach,sternberg,https://sdnetrim.kdvz-frechen.de/rim4190/,4319,05358012,http://www.wikidata.org/entity/Q200138,http://www.heimbach-eifel.de,2,11.15585064329207
Etschberg,,,661,07336024,http://www.wikidata.org/entity/Q563507,http://www.etschberg.info/,2,11.53151304088533
Rohrbach,,,1778,07337068,http://www.wikidata.org/entity/Q681095,http://www.rohrbach-pfalz.de,5,13.321367369964719
Welling,,,925,07137112,http://www.wikidata.org/entity/Q648762,http://www.gemeinde-welling.de,3,8.817748429253697
Everswinkel,,,9691,05570024,http://www.wikidata.org/entity/Q2809,https://www.everswinkel.de/,1,3.391403680667281
Kogel,,,687,13076073,http://www.wikidata.org/entity/Q674409,http://www.zarrentin.de,4,16.179174149408937
Kamenz,,,16824,14625250,http://www.wikidata.org/entity/Q81722,http://www.kamenz.de,4,16.02991516701877
Wald-Michelbach,,,10628,06431021,http://www.wikidata.org/entity/Q2541156,http://www.wald-michelbach.de,5,15.813245730474591
Langenselbold,,,13944,06435017,http://www.wikidata.org/entity/Q544737,http://www.langenselbold.de,2,17.931491903960705
Schafstedt,,,1254,01051099,http://www.wikidata.org/entity/Q552536,http://www.schafstedt.de,1,6.3053569458425045
Egmating,,,2314,09175116,http://www.wikidata.org/entity/Q512144,http://www.egmating.de,2,6.253783410415053
