name,vendor,url,population,wikidata_item,website,pages_visited,time
Berzhausen,,,196,http://www.wikidata.org/entity/Q562574,http://www.berzhausen.de/,1,0.18203719705343246
Wittdün auf Amrum,,,813,http://www.wikidata.org/entity/Q28091,http://www.amt-foehr-amrum.de/gemamr.htm#Wittduen,1,0.22256962896790355
Wattenbek,,,2966,http://www.wikidata.org/entity/Q557131,http://www.gemeinde-wattenbek.de,1,0.3266201700316742
Leutersdorf,,,3538,http://www.wikidata.org/entity/Q502686,https://www.leutersdorf.de/,1,0.7346477569080889
Hamersen,,,441,http://www.wikidata.org/entity/Q503777,http://www.sittensen.de/,1,1.7918765940703452
Westermoor,,,395,http://www.wikidata.org/entity/Q546975,http://www.amt-breitenburg.de/westermoor.html,1,1.9694789960049093
Oederquart,,,1047,http://www.wikidata.org/entity/Q503942,http://www.nordkehdingen.de/default.cfm?mid=33912,1,1.8213635559659451
Ransweiler,,,357,http://www.wikidata.org/entity/Q561135,https://ortsgemeinde-ransweiler.de/,1,2.6029013249790296
Luckow,,,620,http://www.wikidata.org/entity/Q695458,http://www.eggesin.de/stettiner_haff/gemeinden/luckow-rieth.php?navid=9,1,3.1691125869983807
Masserberg,,,2252,http://www.wikidata.org/entity/Q559759,https://masserberg.de/,1,3.9630205649882555
Ransbach-Baumbach,somacos,https://www.ransbach-baumbach.de/ratsinfo/,7672,http://www.wikidata.org/entity/Q552481,https://www.ransbach-baumbach.de/,2,4.597929170005955
Emmendorf,,,731,http://www.wikidata.org/entity/Q818914,http://www.bad-bevensen.de/,2,4.585657292976975
Singhofen,,,1764,http://www.wikidata.org/entity/Q640414,http://www.vgnassau.info,1,3.9855960910208523
Bad Bevensen,,,9190,http://www.wikidata.org/entity/Q558569,http://www.bad-bevensen.de/,2,4.0424669199856
Oßling,,,2266,http://www.wikidata.org/entity/Q93273,http://www.ossling.net/,3,4.774183926987462
Edelsfeld,,,1497,http://www.wikidata.org/entity/Q520907,http://www.edelsfeld.de/,2,5.000320172053762
Dippach,,,1071,http://www.wikidata.org/entity/Q668907,http://www.vg-berka-werra.de/,3,5.325322574004531
Urbach,,,1523,http://www.wikidata.org/entity/Q182775,http://www.urbach-ww.de,1,6.182142460020259
Süderdeich,cc-egov,https://www.abw.sitzung-online.de/ri/logon.asp,474,http://www.wikidata.org/entity/Q551694,http://www.amt-buesum-wesselburen.de/index.php?menuid=44,2,7.207350320066325
Bennhausen,,,165,http://www.wikidata.org/entity/Q561298,http://www.kirchheimbolanden.de/,1,6.023967001005076
Seestermühe,,,885,http://www.wikidata.org/entity/Q660826,http://www.seestermuehe.de,3,6.631042890017852
Seedorf,cc-egov,https://www.trave.sitzung-online.de/bi/au010.asp?PALFDNR=6,2187,http://www.wikidata.org/entity/Q684291,http://www.gemeinde-seedorf.de,3,8.195528653101064
Neukirch/Lausitz,,,5004,http://www.wikidata.org/entity/Q93270,http://www.neukirch-lausitz.de,1,7.490050547057763
Loitsche-Heinrichsberg,,,995,http://www.wikidata.org/entity/Q690599,http://www.loitsche.de,1,3.594781322986819
Langeoog,,,1968,http://www.wikidata.org/entity/Q25129,https://www.langeoog.de/,2,6.08420197002124
Osnabrück,cc-egov,http://ris.osnabrueck.de/bi/allris.net.asp,164070,http://www.wikidata.org/entity/Q2916,https://www.osnabrueck.de/,2,7.597793774912134
Durmersheim,,,12255,http://www.wikidata.org/entity/Q81858,http://www.durmersheim.de/,3,6.496289961971343
Kruchten,more!rubin,https://neuerburg.more-rubin1.de/,446,http://www.wikidata.org/entity/Q304856,http://www.suedeifelinfo.de,3,9.155170127982274
Obererbach,,,567,http://www.wikidata.org/entity/Q694158,http://www.obererbach.de,4,11.526797534897923
Dommershausen,,,1121,http://www.wikidata.org/entity/Q562469,https://www.og-dommershausen.de/,3,10.915170060005039
Emmelbaum,more!rubin,https://neuerburg.more-rubin1.de/,81,http://www.wikidata.org/entity/Q563134,http://www.suedeifelinfo.de/,3,10.370793489040807
Wiedensahl,,,975,http://www.wikidata.org/entity/Q546339,http://www.wiedensahl.de,2,12.599431251990609
Stockum-Püschen,,,638,http://www.wikidata.org/entity/Q646549,http://www.stockum-pueschen.de,1,3.8370184199884534
Rögnitz,somacos,https://sessionnet.krz.de/gadebusch/bi/info.asp,206,http://www.wikidata.org/entity/Q560744,http://www.gadebusch.de,2,12.1746092379326
Pottiga,,,397,http://www.wikidata.org/entity/Q663791,http://www.gemeinde-pottiga.de/Seiten/gemeinde_pottiga.htm,1,3.7908325860043988
Mohlsdorf-Teichwolframsdorf,,,4874,http://www.wikidata.org/entity/Q83421,http://www.mohlsdorf-teichwolframsdorf.eu,1,8.028896780917421
Schwäbisch Gmünd,somacos,http://bi.schwaebisch-gmuend.de/,59166,http://www.wikidata.org/entity/Q4037,https://www.schwaebisch-gmuend.de/,3,12.935767904971726
Rhede (Ems),,,4186,http://www.wikidata.org/entity/Q654138,https://www.rhede-ems.de/,1,1.6190506629645824
Adenstedt,,,0,http://www.wikidata.org/entity/Q356229,http://www.samtgemeinde-sibbesse.de/,2,4.669545489945449
Rohrbach,,,207,http://www.wikidata.org/entity/Q696398,http://gemeinde-rohrbach.de,1,1.8468112649861723
Eigeltingen,,,3691,http://www.wikidata.org/entity/Q62021,http://www.eigeltingen.de/,5,14.340417045983486
Springstille,,,0,http://www.wikidata.org/entity/Q556787,http://www.springstille.de,2,10.171232050983235
Schömerich,,,152,http://www.wikidata.org/entity/Q656749,http://www.schoemerich.de,3,10.426803111098707
Badenhard,more!rubin,https://emmelshausen.more-rubin1.de/,141,http://www.wikidata.org/entity/Q563848,http://www.emmelshausen.de/,3,16.25092936400324
Birkheim,more!rubin,https://emmelshausen.more-rubin1.de/,144,http://www.wikidata.org/entity/Q561578,http://www.emmelshausen.de/,3,16.22341318510007
Bauler,more!rubin,https://neuerburg.more-rubin1.de/,132,http://www.wikidata.org/entity/Q567708,http://www.suedeifelinfo.de/,3,8.438638602034189
Sonnewalde,,,3256,http://www.wikidata.org/entity/Q544969,http://www.stadt-sonnewalde.de,3,12.106139575946145
Ralingen,,,2077,http://www.wikidata.org/entity/Q478527,http://www.ralingen.de,2,10.200204681954347
Obermehler,,,1430,http://www.wikidata.org/entity/Q637507,http://www.vg-schlotheim.de/,5,18.360049551003613
Neustadt am Rübenberge,somacos,https://sessionnet.krz.de/neustadt/bi/infobi.asp,43931,http://www.wikidata.org/entity/Q7014,https://www.neustadt-a-rbge.de/,3,18.622185843996704
Almersbach,,,422,http://www.wikidata.org/entity/Q566903,http://www.almersbach.de/,3,20.3104439600138
Aventoft,,,520,http://www.wikidata.org/entity/Q506341,https://www.aventoft.de/,1,14.242127311998047
Bodenmais,,,3397,http://www.wikidata.org/entity/Q513654,http://www.bodenmais.de,3,18.613373402971774
Esselbach,,,1747,http://www.wikidata.org/entity/Q504015,https://www.esselbach-online.de/,4,26.944183667073958
Kaltenholzhausen,,,576,http://www.wikidata.org/entity/Q553572,http://www.kaltenholzhausen.de/,1,7.4157108049839735
Aresing,kommuna,https://ris.komuna.net/aresing/,2341,http://www.wikidata.org/entity/Q522443,http://www.aresing.de,5,26.60248819901608
Nünchritz,,,5541,http://www.wikidata.org/entity/Q8756,http://www.nuenchritz.de,4,27.054586808080785
Übersee,,,3787,http://www.wikidata.org/entity/Q257831,http://www.gemeinde-uebersee.de,2,14.731589401955716
Kreuztal,sternberg,https://sitzungsdienst.kdz-ws.net/gkz060/startseite,31017,http://www.wikidata.org/entity/Q5999,https://www.kreuztal.de/,3,17.16268168494571
Heiligenstedtenerkamp,somacos,https://sitzungsdienst.amt-itzehoe-land.de/bi2/info.php,731,http://www.wikidata.org/entity/Q556370,http://www.amt-itzehoe-land.de/index.php?id=87,2,18.443373315036297
Sexau,,,3362,http://www.wikidata.org/entity/Q550991,http://www.sexau.de,6,28.97297858109232
Bischofswerda,sternberg,https://sdnet.bischofswerda.de/startseite,11083,http://www.wikidata.org/entity/Q81717,http://www.bischofswerda.de/,2,24.355326683958992
Georgsmarienhütte,somacos,https://gmh.ris.itebo.de/bi/infobi.asp,31594,http://www.wikidata.org/entity/Q16078,https://www.georgsmarienhuette.de/,2,13.781755298026837
Eschershausen,sternberg,https://eschershausen-stadtoldendorf.ratsinfomanagement.net/startseite,3474,http://www.wikidata.org/entity/Q58757,http://www.eschershausen-stadtoldendorf.de/,2,20.9352434349712
Niendorf a. d. St.,,,661,http://www.wikidata.org/entity/Q666399,http://www.niendorf-adst.de,2,20.550497269025072
Bad Camberg,,,14217,http://www.wikidata.org/entity/Q558512,http://www.bad-camberg.de,8,33.01061268802732
Kodersdorf,,,2465,http://www.wikidata.org/entity/Q506108,http://www.kodersdorf.de,4,33.395820267964154
Großrückerswalde,,,3437,http://www.wikidata.org/entity/Q57773,http://www.grossrueckerswalde.de,8,36.19426397397183
Wanzleben-Börde,somacos,https://ratsinfo.kitu-genossenschaft.de/wzl_bi/,14038,http://www.wikidata.org/entity/Q700769,http://www.wanzleben-boerde.de,3,21.456057736999355
Gelenau/Erzgeb.,,,4181,http://www.wikidata.org/entity/Q57757,http://www.gelenau.de,8,35.9694274449721
Salzweg,,,5018,http://www.wikidata.org/entity/Q504950,http://www.salzweg.de,8,37.045772535027936
Holenberg,sternberg,https://samtgemeinde-bevern.ratsinfomanagement.net/startseite,423,http://www.wikidata.org/entity/Q550456,http://www.bevern.de,2,22.890839133993722
Rehbach,,,53,http://www.wikidata.org/entity/Q561172,http://www.bad-sobernheim.de,8,38.88629413198214
Zschopau,,,9266,http://www.wikidata.org/entity/Q58006,http://www.zschopau.de,6,25.70658459200058
Satteldorf,,,5251,http://www.wikidata.org/entity/Q81994,https://www.satteldorf.de/,7,39.1828579059802
Nürnberg,somacos,https://online-service2.nuernberg.de/buergerinfo/info.asp,515201,http://www.wikidata.org/entity/Q2090,https://www.nuernberg.de/,2,21.078968005022034
Pasewalk,,,10403,http://www.wikidata.org/entity/Q493924,http://www.pasewalk.de,6,38.124530576053075
