name,vendor,url,version,population,ags,wikidata_item,website,pages_visited,time
Riethgen,,,,228,16068043,http://www.wikidata.org/entity/Q556478,http://www.riethgen.de,1,0.785625733435154
Groß Pampau,,,,146,01053042,http://www.wikidata.org/entity/Q632488,http://www.gross-pampau.de,1,0.9569425974041224
Mertloch,,,,1355,07137070,http://www.wikidata.org/entity/Q647090,http://www.mertloch.de,1,0.9569576913490891
Lichtenberg,,,,1051,09475146,http://www.wikidata.org/entity/Q502631,http://www.lichtenberg-oberfranken.de,1,0.9609563192352653
Schoden,,,,688,07235122,http://www.wikidata.org/entity/Q646456,http://www.schoden.de,1,1.1559190209954977
Gneus,,,,151,16074024,http://www.wikidata.org/entity/Q651157,http://www.huegelland-taeler.de,1,1.2440961068496108
Coppengrave,,,,642,03254036,http://www.wikidata.org/entity/Q530163,http://www.gemeinde-coppengrave.de,1,1.2517276788130403
Grinau,,,,304,01053038,http://www.wikidata.org/entity/Q632360,https://www.grinau.de/,1,1.2634567031636834
Briesen,,,,766,12071028,http://www.wikidata.org/entity/Q506926,http://www.amt-burg-spreewald.de/content/rubrik/14.html,1,1.3689229767769575
Geesthacht,cc-egov,https://www.geesthacht.de/buergerinformationssystem/app,,30551,01053032,http://www.wikidata.org/entity/Q494790,https://www.geesthacht.de/,2,1.423484057188034
Crivitz,,,,4892,13076025,http://www.wikidata.org/entity/Q558985,http://www.amt-crivitz.de/index.phtml?Aktion=view&ID=231&SpecialTop=221,1,1.4807057874277234
Hallungen,,,,198,16063037,http://www.wikidata.org/entity/Q634874,http://www.vg-mihla.de/verzeichnis/objekt.php?mandat=75518,1,0.21460037864744663
Quarnbek,cc-egov,https://www.achterwehr.sitzung-online.de/ri/logon.asp,,1746,01058130,http://www.wikidata.org/entity/Q638148,http://www.quarnbek.de,2,1.691799085587263
Hohenmocker,,,,421,13071065,http://www.wikidata.org/entity/Q53757,http://www.lk-demmin.de/,1,0.6823522271588445
Wirschweiler,,,,290,07134095,http://www.wikidata.org/entity/Q553712,http://www.wirschweiler.de,2,1.1586099294945598
Bühlertal,,,,8105,08216008,http://www.wikidata.org/entity/Q550528,https://www.buehlertal.de/,1,0.6938054086640477
Beiersdorf,,,,1126,14626020,http://www.wikidata.org/entity/Q502568,http://www.beiersdorf-ol.de/,6,2.193354193121195
Ruschberg,,,,796,07134075,http://www.wikidata.org/entity/Q673100,https://www.ruschberg.de/,3,2.4661210542544723
Daubach,more!rubin,https://montabaur.more-rubin1.de/,,465,07143008,http://www.wikidata.org/entity/Q645146,http://www.vg-montabaur.de/,2,2.4662940315902233
Lengerich,more!rubin,https://lengerich.more-rubin1.de/,,2694,03454031,http://www.wikidata.org/entity/Q684015,http://www.lengerich-emsland.de,2,2.483653194271028
