name,vendor,url,version,population,ags,wikidata_item,website,pages_visited,time
Eppstein,,,,13655,06436002,http://www.wikidata.org/entity/Q45347,https://www.eppstein.de,1,0.5993222072720528
Hallungen,,,,198,16063037,http://www.wikidata.org/entity/Q634874,http://www.vg-mihla.de/verzeichnis/objekt.php?mandat=75518,1,0.6777968294918537
Pokrent,,,,676,13074064,http://www.wikidata.org/entity/Q671750,https://www.gemeinde-pokrent.de/,1,0.7272626757621765
Budenbach,,,,185,07140023,http://www.wikidata.org/entity/Q477057,http://www.budenbach.de/,1,1.1193205416202545
Lüdersdorf,,,,5326,13074049,http://www.wikidata.org/entity/Q638501,http://www.gemeinde-luedersdorf.de,2,1.3153369016945362
Steinsfeld,,,,1211,09571205,http://www.wikidata.org/entity/Q504705,https://www.steinsfeld.de/,1,0.978464238345623
Teistungen,,,,2571,16061114,http://www.wikidata.org/entity/Q504045,http://www.lindenberg-eichsfeld.de/standort/mitgliedsgemeinden/teistungen/index_ger.html,1,1.6692445017397404
Rehe,,,,951,07143285,http://www.wikidata.org/entity/Q646315,http://www.rehe-westerwald.de,1,1.884446170181036
Schashagen,,,,2105,01055037,http://www.wikidata.org/entity/Q558654,https://www.schashagen.de/,1,1.2778008095920086
Hahn,,,,186,07140044,http://www.wikidata.org/entity/Q388527,http://www.dorf-hahn.de,1,2.0321993120014668
Hillerse,,,,2475,03151012,http://www.wikidata.org/entity/Q547113,http://www.hillerse.de,1,2.1330715902149677
Arpsdorf,,,,272,01058007,http://www.wikidata.org/entity/Q635298,https://www.arpsdorf.de/,1,2.133100539445877
Nüsttal,,,,2832,06631019,http://www.wikidata.org/entity/Q624246,http://www.nuesttal.de,1,2.5352891236543655
Himbergen,,,,1702,03360011,http://www.wikidata.org/entity/Q680510,http://www.himbergen.de,2,2.536132577806711
Börger,,,,2756,03454005,http://www.wikidata.org/entity/Q506862,http://www.boerger-huemmling.de/,1,3.295897487550974
Dürrwangen,somacos,https://buergerinfo.duerrwangen.de/info.php,5.4.6 KP3 bi (Layout 6),2585,09571139,http://www.wikidata.org/entity/Q503001,https://www.duerrwangen.de/,3,3.341569419950247
Wolfstein,,,,1919,07336105,http://www.wikidata.org/entity/Q529194,http://www.wolfstein.de,1,3.429600551724434
