name,vendor,url,version,population,ags,wikidata_item,website,pages_visited,time
Niedertiefenbach,,,,188,07141096,http://www.wikidata.org/entity/Q644193,http://www.vg-katzenelnbogen.de,1,0.988916888833046
Winzenburg,,,,0,03254034,http://www.wikidata.org/entity/Q557894,http://www.gemeindefreden.de/,1,1.2600206807255745
Weihenzell,,,,2948,09571217,http://www.wikidata.org/entity/Q510011,https://www.weihenzell.de/,1,2.174851007759571
Altenhof,,,,345,13071003,http://www.wikidata.org/entity/Q20220,https://www.amt-roebel-mueritz.de/verzeichnis/visitenkarte.php?mandat=119597,7,2.3078353367745876
Höhndorf,,,,432,01057028,http://www.wikidata.org/entity/Q636439,http://www.amt-probstei.de/Hoehndorf.688.0.html,1,3.5850766450166702
Harsewinkel,sternberg,https://ratsinfo.harsewinkel.de/,,25147,05754016,http://www.wikidata.org/entity/Q225729,https://www.harsewinkel.de/,2,3.7246499732136726
Dorfchemnitz,,,,1551,14522090,http://www.wikidata.org/entity/Q70946,"http://hov.isgv.de/Chemnitz,_Dorf-_b._Sayda",1,3.7860188484191895
Richtenberg,cc-egov,https://franzburg-richtenberg.sitzung-mv.de/ratsinfo/logon,,1288,13073076,http://www.wikidata.org/entity/Q571963,https://www.amt-franzburg-richtenberg.de/,2,5.499060519039631
Stepfershausen,,,,626,16066071,http://www.wikidata.org/entity/Q556840,http://www.stepfershausen.de,1,5.760976724326611
Töging am Inn,somacos,https://buergerinfo.toeging.de/info.php,5.4.7 bi (Layout 6),9291,09171132,http://www.wikidata.org/entity/Q256375,https://www.toeging.de/,4,5.784458424896002
Amerdingen,,,,841,09779112,http://www.wikidata.org/entity/Q430649,http://www.amerdingen.de/,2,5.023647017776966
Schwerin,somacos,https://bis.schwerin.de/info.asp,5.5.3 bi (Layout 6),95818,13004000,http://www.wikidata.org/entity/Q1709,https://www.schwerin.de/,2,3.7908789850771427
Gädheim,somacos,https://buerger.ratsinfo-theres.de/info.php,5.4.7 bi (Layout 6),1268,09674139,http://www.wikidata.org/entity/Q503849,http://www.gaedheim.de,2,6.059493526816368
Oesterdeichstrich,cc-egov,https://www.abw.sitzung-online.de/ri/logon.asp,,262,01051084,http://www.wikidata.org/entity/Q629532,http://www.amt-buesum-wesselburen.de/index.php?menuid=30,3,6.251227796077728
Gerolzhofen,somacos,http://stadtrat.gerolzhofen.de/bi/info.php,5.5.1 bi (Layout 6),6889,09678134,http://www.wikidata.org/entity/Q519134,https://www.gerolzhofen.de/,5,6.251688897609711
Schachtebich,,,,244,16061083,http://www.wikidata.org/entity/Q554868,http://www.vg-hanstein-rusteberg.de,3,6.338640965521336
Riesa,somacos,https://infoportal.riesa.de/bi/info.php,5.5.3 bi (Layout 6),28886,14627230,http://www.wikidata.org/entity/Q8775,http://www.riesa.de,2,6.348599977791309
Haselbachtal,more!rubin,https://ris-haselbachtal.zv-kisa.de/,,3906,14625220,http://www.wikidata.org/entity/Q93247,http://www.haselbachtal.de,2,6.349307380616665
Steinhagen,somacos,https://sessionnet.owl-it.de/buetzow/bi/info.asp,5.5.1 bi (Layout 6),688,13072101,http://www.wikidata.org/entity/Q699226,http://www.amt-buetzow-land.de,2,6.6541859321296215
Aldersbach,,,,4273,09275114,http://www.wikidata.org/entity/Q279246,https://www.aldersbach.de,5,6.654507413506508
Lauenförde,sternberg,https://boffzen.ratsinfomanagement.net/startseite,,2398,03255026,http://www.wikidata.org/entity/Q41816,http://www.boffzen.de/,3,6.831362973898649
Kettenhausen,sternberg,https://vg-ak-ff.ratsinfomanagement.net/startseite,,298,07132061,http://www.wikidata.org/entity/Q563096,http://www.vg-altenkirchen.de,3,6.831500086933374
Hasselbach,sternberg,https://vg-ak-ff.ratsinfomanagement.net/startseite,,320,07132046,http://www.wikidata.org/entity/Q675549,http://www.vg-altenkirchen.de,3,7.168906915932894
Lasel,,,,314,07232256,http://www.wikidata.org/entity/Q648635,http://www.pruem.de,5,7.456452962011099
Remptendorf,somacos,https://buergerinfo-remptendorf.digitalfabrix.de/info.asp,5.4.1 KP2 bi (Layout 6),3388,16075134,http://www.wikidata.org/entity/Q529774,http://www.remptendorf.de,5,7.880554806441069
Dümpelfeld,,,,588,07131501,http://www.wikidata.org/entity/Q132081,http://www.duempelfeld-ahr.de/,1,7.881633602082729
Aue-Bad Schlema,more!rubin,https://ris-aue-badschlema.zv-kisa.de/,,19861,14521035,http://www.wikidata.org/entity/Q59564401,http://www.aue-badschlema.de/,2,7.908323418349028
Wethau,somacos,https://ratsinfo.kitu-genossenschaft.de/wethautal_bi/info.asp,5.5.2 KP2 bi (Layout 6),932,15084560,http://www.wikidata.org/entity/Q555279,http://www.vgem-wethautal.de,2,8.285015724599361
Niederhofen,,,,436,07138048,http://www.wikidata.org/entity/Q565109,http://www.niederhofen.de/,1,1.75163085013628
Amerdingen,,,,841,09779112,http://www.wikidata.org/entity/Q430649,http://www.gemeinde-amerdingen.de/,2,4.85692098736763
Detmold,somacos,https://sessionnet.owl-it.de/detmold/bi/info.asp,5.5.3 bi (Layout 6),74388,05766020,http://www.wikidata.org/entity/Q3922,https://www.detmold.de/,2,2.7139217630028725
Sarnow,somacos,https://sessionnet.owl-it.de/amt-anklam-land/bi/info.asp,5.5.3 bi (Layout 6),386,13075122,http://www.wikidata.org/entity/Q633995,http://www.amt-anklam-land.de,2,8.825509659945965
Polzow,,,,243,13075109,http://www.wikidata.org/entity/Q262961,http://www.amt-uecker-randow-tal.de/9.0.html,2,3.770381309092045
Ober-Olm,,,,4482,07339047,http://www.wikidata.org/entity/Q22988,https://www.ober-olm.de/,5,10.509451128542423
Filsen,,,,638,07141042,http://www.wikidata.org/entity/Q652036,http://www.filsen.de,5,4.274830874055624
Joachimsthal,,,,3419,12060100,http://www.wikidata.org/entity/Q535551,http://www.joachimsthal.de,7,10.6842674985528
Falkenfels,,,,1050,09278120,http://www.wikidata.org/entity/Q428511,http://www.falkenfels.de,3,4.083017520606518
Berkheim,,,,2921,08426019,http://www.wikidata.org/entity/Q586965,http://www.gemeinde-berkheim.de/,4,5.404295913875103
Hargarten,,,,94,07232233,http://www.wikidata.org/entity/Q640163,http://www.hargarten-net.com,3,3.923250436782837
Dorf Mecklenburg,,,,3090,13074019,http://www.wikidata.org/entity/Q263981,http://www.dorf-mecklenburg.de/,2,3.3799318335950375
Bad Klosterlausnitz,,,,3454,16074003,http://www.wikidata.org/entity/Q568106,https://www.bad-klosterlausnitz.de/,5,12.201251085847616
Rechtmehring,,,,1913,09183139,http://www.wikidata.org/entity/Q521085,http://www.rechtmehring.de,4,5.9509738720953465
Senden,somacos,https://sessionnet.owl-it.de/gemeinde-senden/bi/info.asp,5.4.8 bi (Layout 6),20493,05558044,http://www.wikidata.org/entity/Q14926,https://www.senden-westfalen.de/,2,6.250602655112743
Heist,,,,2807,01056024,http://www.wikidata.org/entity/Q549177,http://www.amt-moorrege.de/index.phtml?NavID=297.8,1,2.6597131453454494
Oberschneiding,,,,3003,09278167,http://www.wikidata.org/entity/Q547257,http://www.oberschneiding.de,11,13.340437307953835
Pferdingsleben,,,,388,16067055,http://www.wikidata.org/entity/Q552615,http://www.vg-nesseaue.de,3,3.1751457266509533
Vallendar,,,,8680,07137226,http://www.wikidata.org/entity/Q536559,http://www.vallendar-rhein.de,10,13.705877054482698
